Player Name	Position Name	Max. Goals in Max S% Year	Max. S%
German Titov	Center	18	13.5
Fernando Pisani	Center	18	13.7
Milan Novy	Center	18	13.7
Robin Burns	Left Wing	18	14.3
Ryan Jones	Left Wing	18	14.3
Brayden Point	Center	18	14.8
Paul Reinhart	Defender	18	14.8
Bryan Hextall	Center	18	15
Pat Flatley	Right Wing	18	15
Gene Ubriaco	Center	18	15.1
Guy Charron	Left Wing	18	15.4
Dave Pasin	Right Wing	18	15.5
Darby Hendrickson	Left Wing	18	15.8
Robby Fabbri	Center	18	15.8
Miroslav Satan	Right Wing	18	15.9
Rick Meagher	Center	18	15.9
Fred Stanfield	Center	18	16.1
Radim Vrbata	Left Wing	18	16.1
Brent Ashton	Center	18	16.2
Derek Stepan	Center	18	16.7
P.A. Parenteau	Left Wing	18	17.1
Bobby Gould	Right Wing	18	17.5
Vic Venasky	Center	18	17.5
Tony Hrkac	Left Wing	18	17.8
Andrew Cogliano	Center	18	18.4
Erik Cole	Left Wing	18	18.4
Alexander Radulov	Right Wing	18	18.8
Bob Sullivan	Left Wing	18	19.4
Kyle Wellwood	Center	18	19.4
Brad Marchand	Center	18	19.8
Dallas Drake	Left Wing	18	20.2
Dave Forbes	Left Wing	18	20.2
Greg Johnson	Left Wing	18	20.7
Walt McKechnie	Center	18	20.7
Murray Craven	Left Wing	18	20.9
Peter Forsberg*	Center	18	21.2
Mike Eaves	Center	18	22.5
Carey Wilson	Center	18	23.4
Andy Brickley	Left Wing	18	24
Anders Kallur	Right Wing	18	24.3
Tim Higgins	Right Wing	18	25
John Chabot	Center	18	26.1
Murray Wilson	Left Wing	18	26.5
Gary Lupul	Left Wing	18	28.1
Chad Larose	Right Wing	19	9.5
Parker MacDonald	Left Wing	19	10.4
Glen Wesley	Defender	19	10.5
Alex Killorn	Left Wing	19	10.8
Mitch Marner	Center	19	10.8
Henri Richard*	Center	19	10.9
Mark Howe*	Left Wing	19	11
Chad Larose	Left Wing	19	11.1
Ryan Hartman	Left Wing	19	11.2
Dustin Byfuglien	Defender	19	11.7
Josef Vasicek	Left Wing	19	11.8
Doug Brown	Center	19	13.1
Cody Eakin	Center	19	13.4
Andrei Lomakin	Left Wing	19	13.7
George Ferguson	Right Wing	19	14.2
Milan Kraft	Center	19	14.2
Jean-Gabriel Pageau	Center	19	14.3
Marc Savard	Center	19	14.3
Vitali Yachmenev	Right Wing	19	14.3
Henry Boucha	Center	19	14.4
Tomas Fleischmann	Right Wing	19	14.5
Pelle Eklund	Center	19	14.5
Robert Reichel	Left Wing	19	14.5
Leo Komarov	Center	19	14.6
Blake Wheeler	Right Wing	19	14.7
Saku Koivu	Center	19	15.3
Rob Zamuner	Left Wing	19	15.4
Dallas Drake	Right Wing	19	15.7
Rich Preston	Right Wing	19	16.2
Ryan Getzlaf	Center	19	16.2
Trevor Linden	Center	19	16.4
Alain Cote	Left Wing	19	16.4
John Ferguson	Left Wing	19	16.4
Maxime Talbot	Center	19	16.5
Jeff O'Neill	Center	19	16.7
Ruslan Fedotenko	Left Wing	19	16.7
Steve Rucchin	Center	19	16.8
Mike Fisher	Center	19	17.1
Daniel Paille	Left Wing	19	17.3
Sheldon Kennedy	Center	19	17.3
Alexander Korolyuk	Left Wing	19	17.6
Tyler Wright	Center	19	17.6
Tom Roulston	Center	19	17.8
Martin Erat	Left Wing	19	17.8
Paul Woods	Left Wing	19	17.8
Guy Trottier	Right Wing	19	17.9
Iain Duncan	Left Wing	19	18.3
Dan Quinn	Center	19	18.4
Greg Malone	Center	19	18.4
Lauri Korpikoski	Left Wing	19	18.4
Steve Tambellini	Center	19	18.4
Joe Colborne	Center	19	19
Mike Crombeen	Right Wing	19	19.2
Dave Lowry	Left Wing	19	19.4
Simon Nolet	Right Wing	19	19.6
Tyler Bozak	Center	19	21.1
Claude Vilgrain	Left Wing	19	21.6
Jamie Hislop	Right Wing	19	22.1
Rick Vaive	Right Wing	19	23.5
Tony Currie	Right Wing	19	27.1
Erik Karlsson	Defender	20	7.8
Pavel Bure*	Left Wing	20	10.1
Chris Chelios*	Defender	20	10.1
Dave Moss	Right Wing	20	10.3
Gabriel Landeskog	Left Wing	20	11.8
Serge Savard*	Defender	20	12.1
Patrick Sharp	Right Wing	20	12.5
Simon Gagne	Center	20	12.6
Charlie Huddy	Defender	20	13.2
Mika Zibanejad	Center	20	13.3
Don Marshall	Center	20	13.4
Jere Lehtinen	Left Wing	20	13.5
Todd Marchant	Center	20	13.7
Alexandre Daigle	Left Wing	20	13.8
Danny Geoffrion	Right Wing	20	14.1
Pascal Dupuis	Left Wing	20	14.3
Connor Brown	Right Wing	20	14.4
R.J. Umberger	Center	20	14.5
Marty McInnis	Right Wing	20	14.7
Dan Cleary	Right Wing	20	14.8
Matt Pettinger	Left Wing	20	14.9
Mikko Rantanen	Right Wing	20	15
Jan Bulis	Left Wing	20	15.3
Nicklas Backstrom	Center	20	15.5
Jim Peplinski	Left Wing	20	15.6
Alex Pirus	Right Wing	20	15.6
Jimmy Carson	Right Wing	20	15.7
Daniel Sedin	Center	20	15.7
Steve Atkinson	Right Wing	20	15.9
David Vyborny	Left Wing	20	16
Bill Lochead	Right Wing	20	16.1
Alex Delvecchio*	Center	20	16.3
Jason Chimera	Left Wing	20	16.5
Lindsay Carson	Center	20	16.7
Mikhail Grabovski	Center	20	16.7
Denis Arkhipov	Center	20	16.9
Don Marshall	Left Wing	20	17.9
Sean McKenna	Right Wing	20	18.7
Anatoli Semenov	Center	20	19
Anthony Duclair	Left Wing	20	19
Bill Clement	Center	20	19
Mike Laughton	Center	20	19.4
Dean Evason	Center	20	19.8
Dixon Ward	Right Wing	20	19.8
Igor Korolev	Right Wing	20	19.8
Patrick Eaves	Right Wing	20	20
Dave Schultz	Left Wing	20	21.1
Kelly Buchberger	Left Wing	20	22.2
Marc Fortier	Center	20	22.2
Miroslav Frycer	Right Wing	20	22.5
Lane Lambert	Right Wing	20	22.7
Pierre Larouche	Right Wing	20	23.5
Ron Delorme	Right Wing	20	23.5
Don Kozak	Right Wing	20	24.7
Darcy Rota	Left Wing	20	25
Dan Maloney	Left Wing	20	25
Mike Ridley	Center	20	25.3
Lowell MacDonald	Right Wing	21	9.1
Oliver Ekman-Larsson	Defender	21	9.2
Shane Doan	Left Wing	21	9.3
Bob Dailey	Defender	21	10
Gary Suter	Defender	21	10.3
Craig Smith	Right Wing	21	10.6
Mike Knuble	Left Wing	21	10.9
Vyacheslav Kozlov	Right Wing	21	11.4
Buster Harvey	Right Wing	21	11.4
Bobby Rousseau	Center	21	11.7
Brad Richards	Center	21	11.7
Ron Wilson	Left Wing	21	11.9
Bobby Holik	Left Wing	21	12.1
Gary Sabourin	Right Wing	21	12.2
Steve Duchesne	Defender	21	12.3
Scott Stevens*	Defender	21	12.4
Derek Smith	Left Wing	21	12.7
Gerry Ehman	Right Wing	21	13.1
Victor Rask	Center	21	13.1
Marco Sturm	Right Wing	21	13.3
Michael Frolik	Center	21	13.3
Mikael Backlund	Center	21	13.5
Lou Nanne	Right Wing	21	13.6
Al Iafrate	Defender	21	13.7
Steve Bozek	Left Wing	21	14.3
Derek Plante	Center	21	14.3
Rey Comeau	Center	21	14.4
Eric Fehr	Right Wing	21	14.5
Rich LeDuc	Center	21	14.5
Andreas Johansson	Center	21	14.6
Kyle Calder	Left Wing	21	14.6
Pierre Jarry	Center	21	14.7
Bill Hicke	Right Wing	21	14.8
Hilliard Graves	Left Wing	21	15.2
Ab McDonald	Left Wing	21	15.2
Ales Kotalik	Right Wing	21	15.2
Wayne Dillon	Center	21	15.2
James Neal	Left Wing	21	15.4
Vladimir Tarasenko	Right Wing	21	15.4
Dean Prentice	Left Wing	21	15.6
Michael Raffl	Left Wing	21	15.7
Derek Roy	Center	21	16.2
Earl Ingarfield	Center	21	16.2
Chuck Kobasew	Right Wing	21	16.3
Orland Kurtenbach	Center	21	16.3
Murray Hall	Right Wing	21	16.5
Cory Stillman	Left Wing	21	16.9
Jason Zucker	Left Wing	21	16.9
Jeff Larmer	Left Wing	21	17.1
Brooks Laich	Center	21	17.2
Markus Naslund	Left Wing	21	17.5
Bryan Little	Center	21	17.6
Marc Tardif	Left Wing	21	18.1
Tomas Sandstrom	Left Wing	21	18.1
Keith McCreary	Left Wing	21	18.1
Rem Murray	Left Wing	21	18.1
Shawn Horcoff	Center	21	18.3
Alan Haworth	Right Wing	21	18.4
Stephane Richer	Center	21	18.8
Craig MacTavish	Center	21	19.3
Chuck Lefley	Center	21	21.2
Chris Nilan	Right Wing	21	21.4
Gilbert Dionne	Left Wing	21	23.3
Lou Franceschetti	Right Wing	21	27.6
Jason Arnott	Right Wing	22	9
Brent Burns	Right Wing	22	9
Brian Leetch*	Defender	22	9
Red Berenson	Left Wing	22	10
Patrick O'Sullivan	Center	22	10
Dick Redmond	Left Wing	22	10.4
Dave Ellett	Defender	22	10.5
Gary Jarrett	Left Wing	22	10.9
Joffrey Lupul	Left Wing	22	11.5
Brad Palmer	Left Wing	22	12.2
Mike York	Right Wing	22	12.4
Jan Ludvig	Right Wing	22	12.5
Andre Lacroix	Center	22	12.6
Per-Olov Brasar	Left Wing	22	13.2
Bob Murdoch	Left Wing	22	13.3
Wayne Carleton	Left Wing	22	13.4
Paul Lawless	Left Wing	22	13.7
Doug Shedden	Center	22	13.8
Nick Bonino	Center	22	13.8
Warren Miller	Right Wing	22	13.8
Wayne Maki	Left Wing	22	13.8
Zdeno Ciger	Right Wing	22	13.9
David Vyborny	Right Wing	22	13.9
Peter Sundstrom	Left Wing	22	14.4
Mike Bullard	Left Wing	22	14.9
Pavol Demitra	Left Wing	22	15
Jim Campbell	Right Wing	22	15
Nils Ekman	Right Wing	22	15
Steve Ott	Center	22	15.1
Matt Beleskey	Left Wing	22	15.2
Valeri Bure	Right Wing	22	15.4
Brian Holzinger	Center	22	15.5
Scott Arniel	Right Wing	22	15.5
Kris Versteeg	Left Wing	22	15.8
Matt Cullen	Center	22	15.8
David Bruce	Right Wing	22	16.1
Petr Prucha	Center	22	16.2
Russ Courtnall	Right Wing	22	16.2
Tommy Williams	Center	22	16.3
J.T. Miller	Center	22	16.3
Brad Isbister	Left Wing	22	16.3
Henrik Zetterberg	Left Wing	22	16.3
J.T. Miller	Left Wing	22	16.7
Rejean Houle	Right Wing	22	16.8
Jakub Voracek	Right Wing	22	17.1
Larry Patey	Center	22	17.6
Steve Sullivan	Right Wing	22	18
Gilles Hamel	Left Wing	22	18.3
Bob Sweeney	Center	22	18.6
Rob McClanahan	Left Wing	22	18.6
Dave Hunter	Left Wing	22	18.8
Eric Boguniecki	Right Wing	22	18.8
Jannik Hansen	Right Wing	22	18.8
Troy Brouwer	Right Wing	22	19
Peter Ihnacak	Center	22	19.1
Chris Kunitz	Left Wing	22	19.5
Doug Sulliman	Left Wing	22	19.6
Dixon Ward	Left Wing	22	19.8
Chico Maki	Right Wing	22	20
Phil Bourque	Left Wing	22	20
Artem Anisimov	Center	22	21
Al MacAdam	Right Wing	22	21.2
Colin Patterson	Right Wing	22	21.2
Bob Kelly	Left Wing	22	21.6
Terry Yake	Right Wing	22	22.4
Paul Byron	Left Wing	22	22.9
Tim Kerr	Center	22	23.2
Peter McNab	Center	22	24.4
Rob Blake*	Defender	23	8.8
Jakob Silfverberg	Right Wing	23	10.1
Dylan Larkin	Center	23	10.4
Owen Nolan	Center	23	10.6
Gilles Tremblay	Left Wing	23	10.7
Russ Courtnall	Center	23	10.8
Serge Bernier	Right Wing	23	11.2
Rick Nash	Right Wing	23	11.8
Shea Weber	Defender	23	11.8
Rob Gaudreau	Right Wing	23	12
Jeff Friesen	Right Wing	23	12.8
Ryan Callahan	Right Wing	23	12.8
Alex Kovalev	Left Wing	23	13.3
Mike Blaisdell	Right Wing	23	13.9
Ondrej Palat	Left Wing	23	13.9
Sam Reinhart	Center	23	13.9
John Madden	Left Wing	23	14.1
Dave Reid	Center	23	14.4
Brett Callighen	Left Wing	23	14.5
Jamie Langenbrunner	Left Wing	23	14.5
Paul Ranheim	Left Wing	23	14.5
Patrik Sundstrom	Right Wing	23	14.7
Mats Sundin*	Right Wing	23	14.8
Jiri Hudler	Right Wing	23	14.8
Jean-Guy Gendron	Left Wing	23	14.8
Nick Libett	Left Wing	23	14.8
Alan Haworth	Left Wing	23	14.9
J.P. Dumont	Left Wing	23	14.9
Conor Sheary	Left Wing	23	14.9
Justin Abdelkader	Left Wing	23	14.9
Ivan Hlinka	Center	23	15.1
Maxim Afinogenov	Right Wing	23	15.2
Scott Hartnell	Left Wing	23	15.3
Chris Higgins	Center	23	15.5
David Krejci	Center	23	15.9
Eric Daze	Right Wing	23	16.1
Don Murdoch	Right Wing	23	16.1
Nelson Emerson	Center	23	16.1
Bob Murdoch	Right Wing	23	16.3
Gerry Pinder	Left Wing	23	16.4
Radek Bonk	Center	23	16.5
Patrick Kane	Right Wing	23	16.7
Hartland Monahan	Right Wing	23	16.8
Rolf Edberg	Center	23	16.9
Bob Kudelski	Center	23	17
Marco Sturm	Left Wing	23	17.4
Jozef Stumpel	Center	23	17.6
Sergei Brylin	Left Wing	23	17.7
Patric Kjellberg	Left Wing	23	17.8
Joel Otto	Center	23	18.7
Tom Lysiak	Center	23	18.9
Tomas Fleischmann	Left Wing	23	19
Joe Murphy	Right Wing	23	19.2
Randy McKay	Right Wing	23	19.2
Jiri Tlusty	Center	23	19.7
Steve Jensen	Left Wing	23	20.2
Bengt-Ake Gustafsson	Center	23	20.4
Michael Nylander	Right Wing	23	20.5
Ilkka Sinisalo	Right Wing	23	22.5
Sergei Kostitsyn	Left Wing	23	24.7
Nathan MacKinnon	Center	24	10
Jack Eichel	Center	24	10.1
Steve Yzerman*	Left Wing	24	11.1
Craig Smith	Center	24	11.2
Sebastian Aho	Right Wing	24	11.2
Tony Tanti	Left Wing	24	11.4
Nick Bjugstad	Center	24	11.6
Chris Drury	Left Wing	24	11.8
Alex Steen	Center	24	12.7
Randy Wood	Right Wing	24	12.9
Rod Schutt	Left Wing	24	13.3
Red Berenson	Center	24	13.4
Mark Howe*	Defender	24	13.5
Antoine Vermette	Left Wing	24	13.7
Claude St. Sauveur	Left Wing	24	14
Denis Potvin*	Defender	24	14.2
Justin Williams	Right Wing	24	14.4
Peter Sullivan	Center	24	14.5
Doug Mohns	Left Wing	24	14.9
Ladislav Nagy	Left Wing	24	15
Pete Stemkowski	Center	24	15.1
Matt Read	Right Wing	24	15.5
Kyle Okposo	Right Wing	24	15.8
Oleg Petrov	Left Wing	24	15.8
Teddy Purcell	Right Wing	24	15.8
Gregg Sheppard	Center	24	15.9
Nino Niederreiter	Right Wing	24	16.1
Mike Zuke	Center	24	16.6
Darcy Tucker	Right Wing	24	16.8
Paul Stastny	Center	24	17.4
Bobby Lalonde	Center	24	17.8
Jude Drouin	Center	24	17.8
Joel Ward	Right Wing	24	18
Niklas Sundstrom	Right Wing	24	18.2
Trent Klatt	Right Wing	24	18.3
Mark Parrish	Left Wing	24	18.6
Marcus Johansson	Left Wing	24	18.6
Nik Antropov	Center	24	19
Darcy Tucker	Left Wing	24	19.4
Anson Carter	Center	24	19.5
Jean Pronovost	Right Wing	24	20.2
Jan Hrdina	Left Wing	24	20.9
Dwight Foster	Right Wing	24	22.4
Mark Taylor	Left Wing	24	22.4
Mark Parrish	Right Wing	24	23.5
Rob Brown	Right Wing	24	30
Andre Boudrias	Center	25	9.8
Roland Eriksson	Center	25	10
David Volek	Left Wing	25	10.9
Mark Bell	Left Wing	25	11
Nikolaj Ehlers	Left Wing	25	12.3
Joffrey Lupul	Right Wing	25	12.9
Trent Hunter	Right Wing	25	13.4
Logan Couture	Center	25	14.4
Vincent Trocheck	Center	25	14.4
Jordan Eberle	Right Wing	25	14.5
Reilly Smith	Right Wing	25	14.5
Claude Giroux	Right Wing	25	14.8
Michael Peca	Center	25	14.9
Tony White	Left Wing	25	14.9
Frans Nielsen	Center	25	15
Tomas Tatar	Left Wing	25	15.1
Viktor Kozlov	Center	25	15.2
Scott Walker	Right Wing	25	15.9
Ed Westfall	Right Wing	25	16.8
Michal Pivonka	Center	25	16.8
Brian Mullen	Left Wing	25	17
Jim Lorentz	Right Wing	25	17.9
Murray Craven	Center	25	18
Marty McInnis	Left Wing	25	18.4
Guillaume Latendresse	Right Wing	25	18.8
Jason Dawe	Right Wing	25	19.2
Blake Dunlop	Center	25	19.4
Brett Callighen	Center	25	19.7
Steven Stamkos	Center	25	20.2
Zack Smith	Center	25	20.7
Gary Dornhoefer	Right Wing	25	21.7
John LeClair	Left Wing	25	22.1
Wayne Cashman	Left Wing	25	22.5
Jimmy Carson	Center	25	23.1
Yvon Lambert	Left Wing	25	23.1
Brian MacLellan	Left Wing	25	23.6
Paul Gagne	Left Wing	25	25.3
Brent Ashton	Left Wing	25	25.5
Filip Forsberg	Center	26	11
Sheldon Souray	Defender	26	11.6
Richard Zednik	Left Wing	26	11.9
Sergei Gonchar	Defender	26	12
Brad Boyes	Center	26	12.8
Ted Hampson	Center	26	13.8
Christian Ruuttu	Center	26	14.1
Mariusz Czerkawski	Left Wing	26	14.3
Brayden Schenn	Center	26	14.6
Phil Housley*	Defender	26	14.6
Mikael Granlund	Center	26	14.7
Mike York	Center	26	14.7
Bobby Leiter	Center	26	14.9
Mark Recchi	Left Wing	26	15.6
Mats Zuccarello	Right Wing	26	15.7
Brock Nelson	Left Wing	26	15.8
Sergei Zholtok	Center	26	16
Stew Gavin	Right Wing	26	16.1
Mark Stone	Right Wing	26	16.6
Andrei Kostitsyn	Left Wing	26	16.7
Rob Niedermayer	Center	26	16.8
Valeri Zelepukin	Left Wing	26	16.8
Brian Savage	Right Wing	26	17.1
Don Luce	Center	26	17.4
Scott Thornton	Left Wing	26	18.1
Walt Tkaczuk	Center	26	18.1
Guy Carbonneau	Center	26	18.3
Ted Irvine	Left Wing	26	18.3
Mel Bridgman	Left Wing	26	18.4
Shayne Corson	Center	26	19.5
Jeff Carter	Center	26	19.5
Scott Mellanby	Right Wing	26	19.7
Bob Errey	Left Wing	26	20
Ryan Malone	Left Wing	26	21
Craig Ramsay	Left Wing	26	23
Curtis Glencross	Left Wing	26	23.6
Pat Elynuik	Right Wing	26	26
Terry Ruskowski	Left Wing	26	28.6
Chris Higgins	Left Wing	27	11.2
Patric Hornqvist	Right Wing	27	11.7
Norm Dupont	Left Wing	27	12.6
Brett Hull*	Left Wing	27	12.8
Gustav Nyquist	Center	27	13.8
Nikolai Zherdev	Right Wing	27	13.9
Murray Oliver	Center	27	14.1
Brian Mullen	Right Wing	27	14.5
Kyle Turris	Center	27	14.6
Claude Lemieux	Right Wing	27	14.7
Mike Byers	Right Wing	27	15.1
Niklas Hagman	Left Wing	27	15.2
Keith Tkachuk	Center	27	15.3
Juha Widing	Center	27	15.4
Daymond Langkow	Center	27	15.8
Dave Scatchard	Right Wing	27	16.4
David Backes	Center	27	16.4
Don Saleski	Right Wing	27	16.6
Michael Grabner	Right Wing	27	16.7
Bobby Clarke*	Center	27	17.1
Mike Cammalleri	Left Wing	27	17.3
David Legwand	Center	27	17.6
Doug Sulliman	Right Wing	27	18.2
Ed Olczyk	Right Wing	27	18.4
Mike Foligno	Right Wing	27	18.8
Pat Boutette	Right Wing	27	19
Chris Kontos	Right Wing	27	19.9
Hilliard Graves	Right Wing	27	21.1
Alex Selivanov	Right Wing	27	22.1
Mike Ribeiro	Center	27	25.2
John Tonelli	Left Wing	27	25.7
Ted Bulley	Left Wing	27	25.7
Ray Ferraro	Center	27	28.1
Ulf Nilsson	Center	27	28.1
Evander Kane	Left Wing	28	10.8
Reijo Ruotsalainen	Defender	28	11
Claude Giroux	Center	28	12.6
Guy Lapointe*	Defender	28	12.8
Ray Cullen	Center	28	13.8
Ryan O'Reilly	Center	28	13.9
Shawn McEachern	Left Wing	28	14.3
Jan Hlavac	Left Wing	28	14.4
Darcy Tucker	Center	28	14.8
Wayne Simmonds	Right Wing	28	14.9
Chris Kreider	Left Wing	28	15.1
Jaden Schwartz	Left Wing	28	15.2
Bryan Smolinski	Left Wing	28	15.3
Aleksander Barkov	Center	28	16.4
Joey Johnston	Left Wing	28	16.5
Shane Doan	Right Wing	28	16.5
Bob MacMillan	Right Wing	28	17.3
John Tavares	Center	28	17.3
Ron Duguay	Center	28	18.2
Gustav Nyquist	Right Wing	28	18.3
Jim Fox	Right Wing	28	20.4
John Wensink	Left Wing	28	21.4
Wayne Bianchin	Left Wing	28	21.5
Marian Hossa	Left Wing	29	12.1
Bobby Holik	Center	29	12.2
Jeremy Roenick	Right Wing	29	12.7
Jamie Langenbrunner	Right Wing	29	12.7
Jonas Hoglund	Left Wing	29	13.5
Johan Franzen	Center	29	13.7
Syl Apps	Center	29	15.6
Tomas Plekanec	Center	29	15.6
Dave Hrechkosy	Left Wing	29	16.3
Vinny Prospal	Left Wing	29	16.6
Mike Modano*	Right Wing	29	16.9
Leon Draisaitl	Center	29	16.9
Ulf Dahlen	Right Wing	29	18.2
Phil Goyette	Center	29	19.1
Mike Knuble	Right Wing	29	19.2
Dmitri Khristich	Right Wing	29	20.1
Curt Fraser	Left Wing	29	20.1
Patrik Sundstrom	Center	29	20.6
Tomas Holmstrom	Right Wing	29	20.7
Jordan Staal	Center	29	22.1
Bob Probert	Right Wing	29	23
Don Maloney	Left Wing	29	23.4
John McKenzie	Right Wing	29	23.6
Steve Vickers	Left Wing	29	29.6
Chris Gratton	Center	30	13
Boone Jenner	Center	30	13.3
Scott Young	Right Wing	30	13.3
Kyle Palmieri	Right Wing	30	13.5
Mikael Samuelsson	Right Wing	30	13.7
Sylvain Turgeon	Right Wing	30	13.8
Matt Duchene	Center	30	15
Esa Tikkanen	Center	30	15.1
Stu Barnes	Left Wing	30	15.3
Peter Lee	Right Wing	30	15.3
Andre Boudrias	Left Wing	30	15.5
Norm Ullman*	Center	30	15.9
Artemi Panarin	Left Wing	30	16
Ernie Hicke	Left Wing	30	16.1
Loui Eriksson	Right Wing	30	16.3
Tom Fergus	Left Wing	30	16.4
Lowell MacDonald	Left Wing	30	16.6
Bob Nystrom	Right Wing	30	16.9
Mike Murphy	Right Wing	30	17.1
Bill Fairbairn	Right Wing	30	17.2
Nikolai Kulemin	Left Wing	30	17.3
Stan Mikita*	Center	30	17.5
Kenny Wharram	Right Wing	30	18
Erik Cole	Right Wing	30	18.3
Chris Clark	Right Wing	30	18.3
Mario Tremblay	Right Wing	30	18.4
Pit Martin	Center	30	18.8
Alex Zhamnov	Center	30	19.4
Morris Lukowich	Left Wing	30	19.4
Reg Kerr	Center	30	19.5
Adam Henrique	Center	30	20.1
Bob Bourne	Center	30	20.3
Thomas Gradin	Center	30	20.5
Rejean Houle	Left Wing	30	21
Jim Peplinski	Center	30	21.3
Ric Seiling	Right Wing	30	21.4
Mike Ricci	Center	30	21.7
Ken Hodge	Center	30	21.9
Pavel Datsyuk	Center	30	22.1
Martin Straka	Center	30	23.1
Petr Prucha	Left Wing	30	23.1
Ray Sheppard	Right Wing	30	24
Craig Laughlin	Right Wing	30	26.3
Sergei Makarov*	Right Wing	30	32.3
Henrik Zetterberg	Center	31	10
Brian Rolston	Right Wing	31	10.2
Brian Rolston	Left Wing	31	10.7
Jeff O'Neill	Left Wing	31	11.4
James Neal	Right Wing	31	11.6
David Booth	Left Wing	31	12.6
Viktor Arvidsson	Left Wing	31	12.6
Ryan Smyth	Right Wing	31	12.7
Mike Green	Defender	31	12.8
Brandon Saad	Left Wing	31	13.3
Joe Murphy	Left Wing	31	14
Jeff Skinner	Right Wing	31	14.4
Tyler Toffoli	Center	31	14.6
David Backes	Right Wing	31	14.9
Jean Beliveau*	Center	31	15
Tom Rowe	Right Wing	31	15.1
Sean Monahan	Center	31	16.2
Jeff Friesen	Left Wing	31	16.7
Dave Poulin	Left Wing	31	16.8
Nick Foligno	Left Wing	31	17
Bryan Smolinski	Center	31	17.3
Alexander Mogilny	Left Wing	31	17.8
Bobby Ryan	Right Wing	31	17.8
Bryan Little	Right Wing	31	18
Rick Nash	Left Wing	31	18.2
Don Marcotte	Left Wing	31	18.8
Ryan Smyth	Left Wing	31	19.3
Bob Nevin	Right Wing	31	19.7
Dave Andreychuk	Left Wing	31	20.3
Stephan Lebeau	Center	31	20.7
Andre Savard	Center	31	20.8
Bob MacMillan	Left Wing	31	20.9
Bill Derlago	Center	31	21.1
Guy Chouinard	Center	31	22
Dmitri Khristich	Left Wing	31	24.4
Michel Goulet*	Right Wing	32	12.1
Jacques Lemaire*	Left Wing	32	13.5
Joe Juneau	Left Wing	32	14
Alex Ovechkin	Right Wing	32	14.5
Dave Gagner	Left Wing	32	15
Ross Lonsberry	Left Wing	32	15
Ed Olczyk	Center	32	15.4
Darren Turcotte	Left Wing	32	15.6
Jari Kurri*	Left Wing	32	15.8
Dustin Penner	Right Wing	32	15.8
Anze Kopitar	Center	32	15.9
Bob Carpenter	Left Wing	32	16.2
Patrick Marleau	Center	32	17.8
Alex Frolov	Left Wing	32	18.2
Jeremy Roenick	Left Wing	32	18.7
Jason Arnott	Center	32	19.2
Wayne Presley	Right Wing	32	19.2
Sidney Crosby	Center	32	19.9
Ziggy Palffy	Right Wing	32	19.9
Mark Scheifele	Center	32	20
Ray Whitney	Left Wing	32	20.5
Paul Fenton	Left Wing	32	21.1
Andrew McBain	Right Wing	32	21.9
Bengt-Ake Gustafsson	Right Wing	32	21.9
Zach Parise	Left Wing	33	12.7
Filip Forsberg	Left Wing	33	13.4
Scott Gomez	Center	33	13.5
Evgeni Malkin	Left Wing	33	13.6
Ron Flockhart	Center	33	13.8
Ryan Johansen	Center	33	13.9
Dustin Brown	Right Wing	33	15.1
Jere Lehtinen	Right Wing	33	15.3
Anders Hedberg	Right Wing	33	15.4
Alex Steen	Left Wing	33	15.6
Simon Gagne	Left Wing	33	16.6
Steve Bozek	Center	33	18.1
Rickard Rakell	Center	33	18.6
Mike Comrie	Center	33	19.4
Kevin Dineen	Right Wing	33	19.8
Cliff Koroll	Right Wing	33	21.9
Anson Carter	Right Wing	33	22.6
T.J. Oshie	Right Wing	33	23.1
Ken Linseman	Center	33	23.4
Brian Rolston	Center	34	11.6
Jamie Benn	Center	34	12.2
Rosaire Paiement	Right Wing	34	13.7
Johan Franzen	Right Wing	34	13.8
John Gould	Right Wing	34	14.8
Alexander Semin	Right Wing	34	15.2
Norm Ferguson	Right Wing	34	15.7
Nikolai Borschevsky	Right Wing	34	16.7
Vyacheslav Kozlov	Left Wing	34	16.8
Jonathan Toews	Center	34	17.4
Anders Lee	Left Wing	34	17.8
Jordan Eberle	Center	34	18.9
Dave Christian	Center	34	19.2
Peter Bondra	Right Wing	34	19.2
Kristian Huselius	Left Wing	34	19.7
Errol Thompson	Left Wing	34	20.7
Jason Spezza	Center	34	21
Pierre Plante	Right Wing	34	21
Adam Creighton	Left Wing	34	21.8
Esa Tikkanen	Left Wing	34	27
Wayne Connelly	Right Wing	35	13.6
Cam Atkinson	Right Wing	35	14.6
Tom Williams	Left Wing	35	15
Radim Vrbata	Right Wing	35	15.1
Bob Bourne	Left Wing	35	17.9
Ivan Boldirev	Left Wing	35	18.9
Mark Johnson	Left Wing	35	19
Dave Gagner	Center	35	19.1
Patrik Elias	Left Wing	35	19.1
Keith Crowder	Right Wing	35	22.4
Pierre Mondou	Center	35	24
Craig Simpson	Left Wing	35	28.9
Olli Jokinen	Center	36	15
Phil Kessel	Right Wing	36	15.5
Bill Goldsworthy	Right Wing	36	15.7
Dave Andreychuk	Right Wing	36	16
Patrick Sharp	Left Wing	36	17.2
Pavol Demitra	Center	36	17.6
Rod Brind'Amour	Left Wing	36	17.6
Markus Naslund	Right Wing	36	17.6
Patrik Laine	Right Wing	36	17.6
Kirk Muller	Left Wing	36	18.8
Eddy Beers	Left Wing	36	19
